,name,username,profile,user_id,title,fide,country,followers,joined,last_online,current_rapid_rating,highest_rapid_rating,highest_rapid_date,rapid_win,rapid_draw,rapid_loss,current_blitz_rating,highest_blitz_rating,highest_blitz_date,blitz_win,blitz_draw,blitz_loss,current_bullet_rating,highest_bullet_rating,highest_bullet_date,bullet_win,bullet_draw,bullet_loss,highest_tactics_rating,highest_tactics_date,highest_puzzle_rush_score,is_streamer,status,league
681,LAXMAN RAJARAM,indian-elephant,https://www.chess.com/member/INDIAN-ELEPHANT,46051384,GM,2411.0,India,159,10/05/2018,13/06/2023,2374.0,2737.0,13/09/2020,100.0,31.0,20.0,2761.0,2913.0,14/08/2022,2147.0,415.0,1092.0,2769.0,2841.0,04/04/2019,52.0,4.0,39.0,400,10/05/2018,,False,premium,Elite
682,Danielian Elina,classyel,https://www.chess.com/member/ClassyEl,58110734,GM,2407.0,Armenia,311,05/03/2019,16/07/2023,2277.0,2549.0,21/08/2020,8.0,1.0,8.0,2547.0,2714.0,15/04/2020,8193.0,1202.0,8439.0,2310.0,2533.0,11/09/2020,3898.0,364.0,3762.0,3203,31/03/2022,46.0,False,premium,Champion
683,Gennadi Ginsburg,higescha,https://www.chess.com/member/higescha,49965348,GM,2405.0,Germany,2,21/09/2018,26/01/2022,,,,,,,2506.0,2506.0,14/01/2022,24.0,3.0,17.0,,,,,,,533,21/04/2020,28.0,False,premium,Stone
684,Avigdor Bykhovsky,reutik,https://www.chess.com/member/reutik,15021392,GM,2405.0,Israel,32,14/12/2013,20/06/2023,2474.0,2500.0,26/07/2020,25.0,2.0,6.0,2133.0,2493.0,12/06/2020,1828.0,119.0,714.0,2237.0,2634.0,12/09/2020,3189.0,101.0,2157.0,2878,14/09/2022,40.0,False,premium,Silver
685,Goran Kosanovic,kosanovicgoran,https://www.chess.com/member/KosanovicGoran,19085228,GM,2403.0,Serbia,50,28/09/2014,13/07/2023,2290.0,2345.0,31/05/2023,10.0,1.0,4.0,2561.0,2699.0,05/06/2023,337.0,39.0,201.0,,,,,,,3323,22/08/2022,53.0,False,premium,Bronze
686,Thorsten Michael Haub,dj_haubi,https://www.chess.com/member/DJ_Haubi,1609399,GM,2402.0,Germany,1429,22/11/2008,16/07/2023,2239.0,2537.0,19/09/2020,199.0,13.0,21.0,2466.0,2584.0,11/11/2019,1838.0,182.0,427.0,2022.0,2632.0,17/09/2022,1090.0,26.0,111.0,2707,20/05/2015,35.0,False,premium,Legend
687,Bogdan Lalic,b-unit,https://www.chess.com/member/B-unit,4262684,GM,2402.0,England,409,17/11/2010,12/07/2023,2315.0,2534.0,18/05/2020,598.0,63.0,23.0,2432.0,2472.0,20/01/2023,918.0,136.0,80.0,2224.0,2677.0,09/04/2021,93.0,1.0,3.0,2722,17/02/2021,38.0,False,premium,Champion
688,Mikhail Ivanov,mikhail646464,https://www.chess.com/member/Mikhail646464,23460338,GM,2401.0,Serbia,44,30/07/2015,26/06/2023,1934.0,2200.0,11/05/2016,75.0,50.0,8.0,2089.0,2209.0,31/03/2020,367.0,60.0,266.0,1611.0,2200.0,13/09/2015,81.0,8.0,55.0,2841,16/08/2019,28.0,False,premium,Stone
689,Larry Kaufman,lkaufman-bal,https://www.chess.com/member/LKaufman-BAL,8719240,GM,2401.0,United States,0,30/08/2012,30/10/2017,,,,,,,,,,,,,,,,,,,400,30/08/2012,,False,premium,
690,David Markosyan,davidmarkosyan,https://www.chess.com/member/DavidMarkosyan,26919148,GM,2399.0,Russia,227,25/02/2016,26/04/2023,2373.0,2373.0,25/06/2023,109.0,12.0,64.0,2579.0,2642.0,06/07/2019,3949.0,898.0,3729.0,2554.0,2554.0,05/02/2021,390.0,62.0,305.0,2697,11/07/2023,32.0,False,premium,Silver
691,Евгений Подольченко,evgeniy_88,https://www.chess.com/member/evgeniy_88,91988342,GM,2395.0,Belarus,14,26/09/2020,08/07/2023,2661.0,2661.0,04/04/2023,1.0,0.0,0.0,2661.0,2672.0,04/10/2020,74.0,4.0,44.0,2635.0,2651.0,13/10/2020,132.0,9.0,76.0,3379,14/04/2023,44.0,False,premium,Wood
692,Nurlan Ibrayev,ibrayevnb,https://www.chess.com/member/Ibrayevnb,42300586,GM,2395.0,Kazakhstan,21,14/01/2018,19/08/2022,,,,,,,2565.0,2662.0,16/06/2020,2024.0,290.0,1203.0,2451.0,2558.0,13/09/2020,12.0,4.0,6.0,2896,08/12/2019,38.0,False,premium,
693,Mikheil Kekelidze,mikheil_kekelidze,https://www.chess.com/member/Mikheil_kekelidze,107036636,GM,2388.0,Georgia,18,26/12/2020,12/01/2022,2393.0,,,0.0,1.0,0.0,2657.0,2703.0,25/08/2021,3250.0,351.0,2361.0,,,,,,,1200,26/12/2020,,False,premium,Wood
694,Alexander Raetsky,wrongking,https://www.chess.com/member/wrongking,29780016,GM,2384.0,Russia,35,04/09/2016,06/08/2022,,,,,,,2372.0,2372.0,27/03/2021,1095.0,160.0,1033.0,,,,,,,3194,09/01/2021,55.0,False,premium,
695,,szfinx11,https://www.chess.com/member/Szfinx11,14038690,GM,2382.0,Hungary,46,25/10/2013,05/05/2016,2127.0,2127.0,05/05/2016,1.0,0.0,0.0,2618.0,2657.0,02/05/2016,141.0,17.0,79.0,2668.0,2742.0,17/03/2016,1124.0,122.0,1101.0,1723,29/02/2016,,False,premium,
696,Ketevan Arakhamia-Grant,ketigrant,https://www.chess.com/member/KetiGrant,31061318,GM,2380.0,Scotland,89,22/11/2016,09/07/2023,2373.0,2411.0,03/09/2021,42.0,5.0,8.0,2325.0,2500.0,12/01/2021,431.0,43.0,433.0,2346.0,2408.0,10/06/2020,73.0,1.0,54.0,2421,10/11/2022,33.0,False,premium,Stone
697,Sharapov Evgeny,sharapovevgeny,https://www.chess.com/member/SharapovEvgeny,60177036,GM,2375.0,Ukraine,19,24/04/2019,16/07/2023,2412.0,2491.0,02/03/2020,12.0,14.0,19.0,2540.0,2600.0,22/02/2023,408.0,195.0,283.0,2216.0,2470.0,26/08/2019,22.0,5.0,10.0,2214,17/10/2019,,False,premium,Crystal
698,Viktor Komliakov,vanych,https://www.chess.com/member/Vanych,8207654,GM,2372.0,Russia,27,15/07/2012,16/06/2023,2400.0,2400.0,23/05/2020,8.0,1.0,3.0,2508.0,2508.0,10/06/2023,80.0,3.0,24.0,2495.0,2495.0,20/12/2021,21.0,0.0,15.0,2379,08/04/2022,67.0,False,premium,Wood
699,Nicolay Legky,riface11,https://www.chess.com/member/riface11,13148148,GM,2369.0,Ukraine,0,15/08/2013,03/02/2014,,,,,,,,,,,,,,,,,,,2740,06/11/2013,,False,premium,
700,Evgeny Sharapov,evgenysharapov,https://www.chess.com/member/evgenysharapov,22580912,GM,2368.0,Ukraine,445,28/05/2015,15/04/2019,1902.0,2333.0,25/06/2018,9.0,3.0,4.0,2329.0,2460.0,16/10/2018,842.0,260.0,586.0,2355.0,2222.0,03/10/2018,25.0,4.0,7.0,1964,07/04/2017,29.0,False,premium,
701,Vladimir Okhotnik,kintoho,https://www.chess.com/member/kintoho,7099939,GM,2357.0,France,41,27/03/2012,04/07/2023,1734.0,1945.0,25/06/2018,8.0,0.0,4.0,2436.0,2633.0,16/04/2023,13224.0,1841.0,11120.0,2270.0,2332.0,27/09/2020,890.0,86.0,935.0,2805,03/01/2020,50.0,False,premium,Legend
702,Leif &Oslash;gaard,profylax,https://www.chess.com/member/Profylax,23760932,GM,2356.0,Norway,8,21/08/2015,11/07/2023,2543.0,2543.0,11/07/2023,32.0,1.0,9.0,2358.0,2480.0,22/12/2022,1100.0,107.0,711.0,2550.0,1381.0,11/04/2020,1.0,0.0,0.0,1319,01/01/2019,,False,premium,Bronze
703,Jonas Bjerre,lilleper1,https://www.chess.com/member/lilleper1,37194414,GM,2350.0,Denmark,109,21/07/2017,14/07/2023,2461.0,2551.0,12/06/2023,35.0,15.0,11.0,2889.0,2952.0,03/06/2023,1405.0,410.0,1437.0,2730.0,2832.0,27/10/2020,392.0,73.0,499.0,3592,11/06/2020,68.0,False,premium,Elite
704,Saptarshi RoyChowdhury,sevenstar82,https://www.chess.com/member/Sevenstar82,34997474,GM,2342.0,India,33,23/04/2017,20/06/2023,,,,,,,2475.0,2663.0,15/09/2022,1203.0,175.0,908.0,2411.0,2550.0,18/05/2020,9.0,1.0,15.0,3179,07/04/2022,,False,premium,Elite
705,Hans Ree,koningsbaars,https://www.chess.com/member/koningsbaars,19055636,GM,2341.0,Netherlands,2,26/09/2014,12/10/2014,,,,,,,,,,,,,,,,,,,400,26/09/2014,,False,premium,
706,Harmen Jonkman,checkbits,https://www.chess.com/member/CheckBits,215952313,GM,2336.0,Netherlands,4,24/12/2022,16/07/2023,2166.0,2261.0,04/02/2023,5.0,1.0,16.0,2414.0,2539.0,01/02/2023,37.0,9.0,40.0,2165.0,2233.0,14/01/2023,294.0,8.0,71.0,3129,19/05/2023,29.0,False,premium,Bronze
707,,sergey071164,https://www.chess.com/member/sergey071164,44313576,GM,2336.0,Russia,55,16/03/2018,16/07/2023,2448.0,2432.0,12/07/2023,6.0,2.0,6.0,2520.0,2520.0,26/06/2023,639.0,148.0,556.0,2606.0,2606.0,07/06/2023,6.0,0.0,1.0,3675,29/05/2023,58.0,False,premium,Silver
708,Hassan Abbasifar,abbasifarhassan,https://www.chess.com/member/AbbasifarHassan,205859387,GM,2330.0,Iran,2,11/11/2022,30/04/2023,2079.0,2200.0,30/04/2023,1.0,0.0,2.0,2269.0,2302.0,11/04/2023,24.0,0.0,3.0,,,,,,,400,11/11/2022,1.0,False,premium,Bronze
709,Luis Manuel Perez Rodriguez,mamey78,https://www.chess.com/member/mamey78,58469788,GM,2328.0,Cuba,39,14/03/2019,20/03/2023,2395.0,2493.0,16/12/2020,7.0,9.0,7.0,2593.0,2603.0,11/01/2023,369.0,66.0,365.0,2734.0,2750.0,11/03/2023,450.0,38.0,398.0,2391,21/07/2020,,False,premium,Bronze
710,Khatanbaatar Bazar,khatanbaatarbazar,https://www.chess.com/member/KhatanbaatarBazar,74324392,GM,2318.0,Mongolia,192,24/03/2020,16/07/2023,2022.0,2162.0,19/09/2020,5.0,1.0,3.0,2785.0,2829.0,05/04/2023,22668.0,5277.0,19695.0,2497.0,2610.0,14/09/2020,16.0,3.0,9.0,2472,14/02/2022,48.0,False,premium,Legend
711,Ahmad Al khatib,ahmad_alkhatib11,https://www.chess.com/member/ahmad_alkhatib11,19151448,GM,2297.0,Jordan,2892,03/10/2014,11/07/2023,2103.0,2175.0,08/08/2020,46.0,8.0,21.0,2408.0,2533.0,14/06/2022,325.0,28.0,137.0,1944.0,1977.0,20/09/2016,7.0,0.0,5.0,2321,18/11/2022,39.0,False,premium,Bronze
712,,joshuachick,https://www.chess.com/member/Joshuachick,27369520,GM,2172.0,China,499,22/03/2016,11/07/2023,2414.0,2792.0,31/08/2019,5.0,8.0,5.0,2888.0,2924.0,29/07/2019,3990.0,726.0,3009.0,2622.0,2865.0,27/11/2020,432.0,32.0,240.0,4314,16/04/2019,58.0,False,premium,Bronze
713,,papullon,https://www.chess.com/member/Papullon,80152938,GM,2000.0,Sweden,25,22/05/2020,01/01/2023,2263.0,2414.0,24/05/2020,24.0,7.0,13.0,2355.0,2407.0,22/05/2020,1622.0,271.0,1104.0,,,,,,,1200,22/05/2020,,False,premium,Wood
714,Batuhan Dastan,turkchess1905,https://www.chess.com/member/Turkchess1905,70392522,GM,0.0,Turkey,522,07/01/2020,01/03/2023,2572.0,2572.0,16/01/2020,1.0,0.0,0.0,2889.0,2931.0,01/10/2022,1846.0,343.0,785.0,2811.0,2847.0,26/02/2023,183.0,7.0,53.0,3301,29/05/2022,48.0,False,premium,Champion
715,Nazar Firman,kuchma777,https://www.chess.com/member/kuchma777,55969550,GM,0.0,Ukraine,10,15/01/2019,18/03/2023,,,,,,,2509.0,2651.0,04/04/2020,322.0,42.0,336.0,2650.0,2213.0,09/04/2020,20.0,2.0,7.0,2823,14/04/2020,,False,premium,
716,Vladimir Burmakin,burbur555,https://www.chess.com/member/burbur555,41057150,GM,0.0,Russia,42,06/12/2017,16/07/2023,703.0,,,0.0,0.0,6.0,2656.0,2763.0,13/04/2022,7806.0,3179.0,9297.0,1813.0,1663.0,18/01/2020,4.0,0.0,0.0,2252,28/05/2022,27.0,False,premium,Legend
717,,kromax33,https://www.chess.com/member/kromax33,49256886,GM,0.0,France,3,30/08/2018,26/05/2021,,,,,,,2687.0,2778.0,17/01/2019,474.0,66.0,340.0,2601.0,2685.0,19/03/2021,8.0,1.0,7.0,2401,28/03/2019,47.0,False,premium,
718,,tgrade,https://www.chess.com/member/TGrade,35753556,GM,0.0,India,2,24/05/2017,25/05/2017,,,,,,,2335.0,2335.0,24/05/2017,1.0,1.0,4.0,2728.0,2731.0,25/05/2017,3.0,4.0,6.0,1200,24/05/2017,,False,premium,
719,,tuksz,https://www.chess.com/member/tuksz,53127037,GM,0.0,Philippines,11,12/12/2018,14/07/2023,,,,,,,2862.0,2961.0,11/11/2022,212.0,35.0,154.0,2777.0,2837.0,12/05/2021,148.0,15.0,87.0,3160,06/07/2023,61.0,False,premium,Elite
720,Arek Leniart,horizonevent,https://www.chess.com/member/Horizonevent,28176318,GM,0.0,Poland,11,14/05/2016,22/06/2023,2360.0,2440.0,31/05/2020,8.0,6.0,3.0,2546.0,2602.0,07/02/2023,155.0,21.0,81.0,2423.0,2659.0,09/01/2021,41.0,13.0,36.0,3047,22/06/2023,70.0,False,premium,Stone
721,,tranminhpj,https://www.chess.com/member/TranMinhPJ,58832896,GM,0.0,Vietnam,11,22/03/2019,11/08/2019,,,,,,,2768.0,2882.0,26/03/2019,47.0,6.0,34.0,2827.0,2862.0,05/08/2019,33.0,10.0,32.0,2646,04/06/2019,1.0,False,premium,
722,Ognjen Cvitan,terorptica,https://www.chess.com/member/TerorPtica,21995732,GM,0.0,Croatia,10,16/04/2015,14/01/2023,,,,,,,2739.0,2977.0,29/04/2020,19.0,3.0,8.0,2650.0,1874.0,07/04/2020,6.0,0.0,1.0,3411,25/04/2020,,False,premium,
723,,elliotstabler,https://www.chess.com/member/ElliotStabler,58130342,GM,0.0,United States,0,06/03/2019,06/03/2019,,,,,,,,,,,,,,,,,,,1200,06/03/2019,,False,premium,
724,Yago De Moura Santiago,kira170,https://www.chess.com/member/Kira170,32693112,GM,0.0,Brazil,600,27/01/2017,16/07/2023,2316.0,2498.0,05/08/2022,2.0,0.0,4.0,2564.0,2841.0,02/10/2020,2472.0,458.0,2294.0,2628.0,2770.0,19/06/2021,465.0,38.0,303.0,2400,05/05/2019,50.0,False,premium,Silver
725,Erik Blomqvist,erikblomqvist,https://www.chess.com/member/ErikBlomqvist,30204534,GM,0.0,Sweden,36,03/10/2016,02/06/2023,2376.0,2711.0,31/07/2019,18.0,19.0,18.0,2547.0,2646.0,01/02/2023,196.0,27.0,147.0,2488.0,2403.0,07/10/2019,18.0,1.0,7.0,2863,06/06/2020,44.0,False,premium,Wood
726,Namig Guliyev,titan013,https://www.chess.com/member/titan013,27166780,GM,0.0,France,174,11/03/2016,20/06/2023,2486.0,2572.0,04/02/2023,15.0,4.0,17.0,2803.0,2996.0,03/08/2019,2903.0,421.0,1998.0,2627.0,2827.0,22/02/2022,12072.0,1105.0,8464.0,3106,08/12/2017,36.0,False,premium,Silver
727,,tomaspolak74,https://www.chess.com/member/TomasPolak74,77474673,GM,0.0,Czech Republic,10,22/04/2020,24/05/2021,2680.0,2752.0,23/05/2021,2.0,1.0,0.0,2586.0,2604.0,01/05/2020,44.0,2.0,6.0,2374.0,2647.0,22/05/2021,3.0,1.0,2.0,1200,22/04/2020,,False,premium,
728,Kjetil Lie,tjallkompall,https://www.chess.com/member/tjallkompall,11626356,GM,0.0,Norway,73,23/04/2013,16/07/2023,2596.0,2653.0,21/08/2020,1.0,1.0,3.0,2777.0,2825.0,23/12/2021,1234.0,263.0,1207.0,2563.0,2563.0,13/01/2023,296.0,29.0,205.0,2936,01/04/2017,42.0,True,premium,Silver
729,Kondylev,kondylev,https://www.chess.com/member/Kondylev,16214338,GM,0.0,United Arab Emirates,35,26/02/2014,07/01/2019,2027.0,2027.0,05/01/2019,7.0,0.0,0.0,2867.0,2867.0,30/08/2018,231.0,23.0,94.0,2631.0,2481.0,25/08/2018,76.0,4.0,15.0,4821,18/01/2017,,False,premium,
730,Deepan Chakkravarthy,emperor87,https://www.chess.com/member/emperor87,57679354,GM,0.0,India,92,23/02/2019,19/06/2023,,,,,,,2703.0,2815.0,24/05/2023,1806.0,496.0,2297.0,2492.0,2584.0,03/11/2020,1.0,0.0,2.0,2639,23/07/2020,53.0,False,premium,Elite
731,Endgame Master,uandersson2000,https://www.chess.com/member/uandersson2000,27717580,GM,0.0,Poland,12,13/04/2016,29/08/2022,,,,,,,2458.0,2561.0,26/05/2020,271.0,51.0,189.0,,,,,,,2911,28/07/2020,23.0,False,premium,
732,Tornike Sanikidze,tornikesanikidze,https://www.chess.com/member/tornikesanikidze,29844104,GM,0.0,Georgia,23,09/09/2016,17/10/2020,2115.0,2252.0,30/05/2020,2.0,0.0,2.0,2766.0,2768.0,17/10/2020,92.0,22.0,32.0,2792.0,2792.0,17/10/2020,142.0,25.0,69.0,1200,10/05/2020,47.0,False,premium,
733,Artem Timofeev,timofeevar,https://www.chess.com/member/TimofeevAr,25538764,GM,0.0,Russia,48,12/12/2015,16/07/2023,2388.0,2681.0,31/05/2020,9.0,9.0,6.0,2839.0,2938.0,21/12/2022,1078.0,327.0,441.0,2643.0,2606.0,04/05/2020,101.0,44.0,29.0,400,12/12/2015,37.0,False,premium,Stone
734,,klippfiskkjerringa,https://www.chess.com/member/klippfiskkjerringa,5679921,GM,0.0,Sweden,41,26/08/2011,11/07/2023,2455.0,2481.0,20/06/2023,39.0,24.0,22.0,2477.0,2477.0,17/11/2022,13.0,6.0,4.0,,,,,,,3408,19/01/2023,46.0,False,premium,Silver
735,Alex Huzman,alexhuzman,https://www.chess.com/member/Alexhuzman,63565062,GM,0.0,Israel,3,23/07/2019,14/01/2022,,,,,,,2693.0,2812.0,16/04/2020,55.0,16.0,32.0,,,,,,,2755,24/12/2019,,False,premium,
736,,bubi6,https://www.chess.com/member/Bubi6,30742554,GM,0.0,Croatia,62,04/11/2016,16/07/2023,,,,,,,2543.0,2742.0,09/11/2019,4652.0,708.0,3886.0,1701.0,1551.0,17/10/2019,10.0,0.0,3.0,3588,09/05/2023,,False,premium,Champion
737,Praveen Thipsay,thipsay,https://www.chess.com/member/Thipsay,76379074,GM,0.0,India,120,12/04/2020,16/07/2023,1900.0,2192.0,15/01/2021,11.0,0.0,9.0,2610.0,2610.0,14/08/2022,104.0,26.0,76.0,2310.0,2477.0,15/06/2022,9866.0,592.0,8199.0,2400,29/01/2023,27.0,False,premium,Champion
738,,erebuni91,https://www.chess.com/member/EREBUNI91,221294619,GM,0.0,Armenia,11,07/01/2023,21/06/2023,2482.0,2764.0,01/05/2023,3.0,2.0,4.0,2790.0,2813.0,20/06/2023,262.0,48.0,183.0,,,,,,,1035,07/01/2023,58.0,False,premium,Silver
739,,igmjeroenpiket,https://www.chess.com/member/IGMJeroenPiket,71476786,GM,0.0,Netherlands,0,30/01/2020,30/01/2020,,,,,,,,,,,,,,,,,,,1211,30/01/2020,,False,premium,
740,,hugooakland,https://www.chess.com/member/Hugooakland,33721601,GM,0.0,United States,46,06/03/2017,16/07/2023,2128.0,2128.0,29/07/2021,2.0,0.0,0.0,2377.0,2546.0,09/10/2018,13931.0,1464.0,10723.0,2124.0,1974.0,23/02/2018,2.0,0.0,1.0,1200,06/03/2017,,False,premium,Legend
741,Someone,onemoreuser,https://www.chess.com/member/OneMoreUser,171193373,GM,0.0,India,0,01/02/2022,15/07/2023,,,,,,,2665.0,2676.0,15/07/2023,29.0,4.0,13.0,,,,,,,1200,01/02/2022,,False,premium,Bronze
742,Vidit Gujrathi,vidityt,https://www.chess.com/member/ViditYT,91245012,GM,0.0,India,2988,15/09/2020,30/06/2021,2470.0,2470.0,15/05/2021,2.0,1.0,1.0,3026.0,3024.0,25/01/2021,322.0,60.0,127.0,2901.0,3122.0,18/12/2020,141.0,27.0,125.0,2770,31/10/2020,69.0,False,premium,
743,,udysseus1,https://www.chess.com/member/Udysseus1,51393526,GM,0.0,Greece,67,02/11/2018,07/01/2022,1400.0,1482.0,07/03/2020,22.0,12.0,13.0,2694.0,2785.0,13/05/2019,1778.0,356.0,874.0,1231.0,1081.0,15/02/2019,2.0,0.0,0.0,2944,17/09/2020,38.0,False,premium,Wood
744,Juan Carlos Gonzalez Zamora,juancglez,https://www.chess.com/member/JuanCGlez,17384606,GM,0.0,Mexico,82,21/05/2014,15/07/2023,2539.0,2586.0,23/01/2022,26.0,3.0,8.0,2450.0,2553.0,14/04/2021,105.0,7.0,39.0,2679.0,2688.0,31/01/2021,223.0,10.0,112.0,2702,11/06/2023,48.0,False,premium,Stone
745,José Martínez,josmito80,https://www.chess.com/member/josmito80,36795412,GM,0.0,Spain,20,05/07/2017,14/07/2023,2400.0,1933.0,08/02/2020,9.0,2.0,1.0,2544.0,2834.0,07/09/2022,30.0,7.0,26.0,,,,,,,2975,12/12/2021,68.0,False,premium,Bronze
746,Jos&eacute; Manuel L&oacute;pez,josmito,https://www.chess.com/member/josmito,21497412,GM,0.0,Spain,3,13/03/2015,04/10/2022,,,,,,,2375.0,2502.0,05/10/2022,4.0,1.0,6.0,,,,,,,2936,25/11/2021,55.0,False,premium,Wood
747,Wang Hao,wanghao,https://www.chess.com/member/WangHao,55744640,GM,0.0,China,54,10/01/2019,17/03/2020,,,,,,,,,,,,,,,,,,,1200,10/01/2019,,False,premium,
748,,draganbarlov,https://www.chess.com/member/draganbarlov,159604439,GM,0.0,Spain,3,29/10/2021,01/01/2022,,,,,,,,,,,,,,,,,,,1200,29/10/2021,,False,premium,
749,Dorian Rogozenco,dorian2017,https://www.chess.com/member/dorian2017,39811122,GM,0.0,Germany,1,27/10/2017,13/01/2021,,,,,,,,,,,,,,,,,,,1508,26/01/2018,,False,premium,
750,,worldwar66,https://www.chess.com/member/worldwar66,86888094,GM,0.0,India,16,17/07/2020,16/07/2023,2478.0,2505.0,28/09/2020,2.0,0.0,2.0,2776.0,2791.0,16/07/2023,263.0,47.0,240.0,2530.0,2798.0,15/09/2020,113.0,10.0,103.0,2737,07/06/2023,35.0,False,premium,Crystal
751,,donkeykong3003,https://www.chess.com/member/DonkeyKong3003,184107109,GM,0.0,International,1,19/05/2022,22/07/2022,,,,,,,2678.0,2701.0,09/06/2022,155.0,13.0,49.0,,,,,,,1118,10/06/2022,67.0,False,premium,Bronze
752,,dogsofwar,https://www.chess.com/member/dogsofwar,41014690,GM,0.0,United States,299,05/12/2017,16/07/2023,,,,,,,3109.0,3170.0,07/11/2022,827.0,259.0,422.0,2993.0,3141.0,14/11/2020,383.0,58.0,159.0,1596,19/05/2021,57.0,False,premium,Bronze
753,Benjamin Arvola Notkevich,josemourinho2020,https://www.chess.com/member/josemourinho2020,83703896,GM,0.0,Norway,2,22/06/2020,20/10/2021,2008.0,2180.0,02/09/2021,1.0,1.0,3.0,2572.0,2707.0,21/02/2021,151.0,25.0,100.0,,,,,,,1200,22/06/2020,35.0,False,premium,
754,,blindginger,https://www.chess.com/member/BlindGinger,59935848,GM,0.0,England,4,18/04/2019,19/04/2019,,,,,,,2403.0,2403.0,19/04/2019,1.0,0.0,0.0,,,,,,,400,18/04/2019,,False,premium,
755,Eric Lobron,yardird,https://www.chess.com/member/Yardird,20001882,GM,0.0,Germany,62,03/12/2014,14/07/2023,2408.0,2408.0,16/05/2021,1.0,0.0,0.0,2748.0,2820.0,06/03/2020,6350.0,898.0,5573.0,2504.0,2563.0,26/08/2020,9.0,1.0,12.0,2506,23/11/2021,0.0,False,premium,Elite
756,Joel Lautier,joellautier,https://www.chess.com/member/JoelLautier,95156800,GM,0.0,France,12,05/11/2020,07/03/2021,2653.0,2653.0,21/02/2021,5.0,1.0,0.0,2482.0,,,0.0,0.0,2.0,,,,,,,1200,05/11/2020,,False,premium,
757,Karthikeyan Murali,youngkid,https://www.chess.com/member/youngKID,20523908,GM,0.0,India,714,08/01/2015,16/07/2023,2606.0,2711.0,17/05/2020,19.0,16.0,11.0,2863.0,2890.0,16/12/2020,543.0,57.0,265.0,2894.0,3011.0,18/06/2021,707.0,102.0,611.0,1200,03/06/2022,216.0,False,premium,Stone
758,,itachiuchiha999,https://www.chess.com/member/ItachiUchiha999,76651388,GM,0.0,India,60,14/04/2020,19/06/2023,2632.0,2632.0,18/02/2021,14.0,0.0,0.0,2865.0,2961.0,17/03/2023,87.0,6.0,49.0,2695.0,2854.0,05/11/2021,57.0,12.0,77.0,3720,12/05/2023,65.0,False,premium,Bronze
759,,jimlahey,https://www.chess.com/member/JimLahey,37277876,GM,0.0,United States,15,25/07/2017,04/07/2023,,,,,,,2790.0,2973.0,19/10/2020,256.0,22.0,138.0,3056.0,3072.0,03/03/2022,127.0,3.0,17.0,1229,06/12/2018,,False,premium,Bronze
760,,zaczel,https://www.chess.com/member/Zaczel,52105030,GM,0.0,Hungary,3,20/11/2018,06/07/2023,,,,,,,2071.0,2227.0,15/08/2019,4.0,1.0,4.0,2692.0,2542.0,29/07/2020,2.0,0.0,0.0,2592,15/04/2021,63.0,False,premium,Stone
761,Dmitriy Bocharov,bocharovd,https://www.chess.com/member/BocharovD,41508770,GM,0.0,Russia,340,20/12/2017,16/05/2023,2307.0,2517.0,09/12/2020,5.0,3.0,1.0,2761.0,2919.0,08/05/2020,2423.0,375.0,1692.0,2542.0,2814.0,29/07/2018,72.0,7.0,55.0,2962,09/01/2019,55.0,False,premium,Crystal
762,Davit Jojua,djojua,https://www.chess.com/member/DJojua,49354054,GM,0.0,Georgia,138,02/09/2018,11/06/2023,2471.0,2713.0,27/02/2022,13.0,4.0,6.0,2694.0,2846.0,07/02/2021,68.0,18.0,26.0,2806.0,2806.0,01/06/2021,19.0,5.0,6.0,2757,06/04/2023,43.0,False,premium,Stone
763,,dinozavr69,https://www.chess.com/member/dinozavr69,81069248,GM,0.0,Ireland,0,01/06/2020,01/06/2020,,,,,,,,,,,,,,,,,,,1200,01/06/2020,,False,premium,
764,Denes Boros,bluewizzard,https://www.chess.com/member/BlueWizzard,28208046,GM,0.0,United States,214,16/05/2016,16/07/2023,2587.0,2587.0,18/01/2023,1.0,0.0,0.0,2898.0,2925.0,31/08/2021,3219.0,409.0,1937.0,2888.0,2963.0,04/11/2020,1972.0,169.0,1019.0,1225,21/04/2020,52.0,False,premium,Champion
765,John Paul Gomez,jacobrafael,https://www.chess.com/member/jacobrafael,19947084,GM,0.0,Philippines,70,29/11/2014,15/12/2022,2195.0,2538.0,24/09/2020,78.0,43.0,20.0,2520.0,2587.0,03/03/2021,68.0,29.0,21.0,,,,,,,1265,28/03/2020,,False,premium,Bronze
766,,jayg9,https://www.chess.com/member/jayg9,83847392,GM,0.0,Philippines,1,22/06/2020,22/06/2020,,,,,,,,,,,,,,,,,,,1200,22/06/2020,,False,premium,
767,Fernando Peralta,zstardust,https://www.chess.com/member/zstardust,27723022,GM,0.0,Argentina,26,13/04/2016,02/07/2023,2536.0,2694.0,31/08/2021,7.0,5.0,4.0,2540.0,2551.0,08/09/2021,43.0,5.0,3.0,,,,,,,1359,13/04/2016,32.0,False,premium,
768,,blueshark23,https://www.chess.com/member/blueshark23,146774437,GM,0.0,Hungary,41,04/07/2021,16/07/2023,,,,,,,2493.0,2635.0,29/03/2023,3225.0,419.0,2643.0,2278.0,2563.0,22/08/2022,334.0,50.0,289.0,3063,02/01/2023,32.0,False,premium,Elite
